Cluster,CourseID,Enrollments,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,UserID
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00058
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00058
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00059
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00059
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00059
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00059
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00059
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00060
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00060
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00060
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00060
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00060
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00061
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00061
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00061
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00061
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00061
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00062
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00062
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00062
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00062
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00062
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00063
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00063
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00063
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00063
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00063
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00064
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00064
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00064
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00064
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00064
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00065
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00065
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00065
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00065
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00065
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00066
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00066
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00066
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00066
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00066
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00067
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00067
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00067
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00067
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00067
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00068
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00068
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00068
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00068
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00068
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00069
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00069
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00069
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00069
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00069
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00070
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00070
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00070
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00070
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00070
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00071
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00071
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00071
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00071
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00071
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00072
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00072
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00072
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00072
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00072
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00073
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00073
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00073
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00073
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00073
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00074
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00074
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00074
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00074
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00074
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00075
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00075
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00075
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00075
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00075
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00076
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00076
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00076
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00076
2,CR00026,12,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00076
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00077
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00077
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00077
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00077
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00077
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00078
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00078
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00078
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00078
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00078
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00079
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00079
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00079
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00079
0,CR00026,46,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00079
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00080
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00080
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00080
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00080
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00080
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00081
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00081
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00081
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00081
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00081
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00082
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00082
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00082
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00082
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00082
3,CR00035,103,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00083
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00083
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00083
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00083
3,CR00016,99,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,U00083
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00084
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00084
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00084
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00084
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00084
3,CR00038,104,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00085
3,CR00017,94,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00085
3,CR00055,110,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00085
3,CR00001,109,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00085
3,CR00026,100,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00085
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00086
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00086
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00086
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00086
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00086
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00087
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00087
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00087
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00087
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00087
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00088
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00088
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00088
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00088
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00088
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00089
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00089
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00089
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00089
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00089
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00090
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00090
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00090
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00090
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00090
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00091
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00091
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00091
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00091
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00091
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00092
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00092
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00092
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00092
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00092
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00093
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00093
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00093
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00093
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00093
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00094
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00094
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00094
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00094
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00094
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00095
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00095
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00095
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00095
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00095
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00096
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00096
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00096
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00096
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00096
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00097
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00097
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00097
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00097
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00097
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00098
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00098
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00098
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00098
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00098
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00099
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00099
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00099
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00099
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00099
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00100
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00100
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00100
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00100
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00100
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00101
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00101
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00101
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00101
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00101
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00102
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00102
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00102
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00102
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00102
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00103
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00103
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00103
1,CR00055,64,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00103
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00103
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00104
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00104
0,CR00017,4,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00104
0,CR00001,5,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00104
0,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00104
2,CR00035,5,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00105
2,CR00038,37,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00105
2,CR00017,2,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00105
2,CR00001,48,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00105
2,CR00055,2,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,U00105
1,CR00035,16,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00106
1,CR00038,6,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00106
1,CR00017,58,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,U00106
1,CR00001,2,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,U00106
1,CR00026,14,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,U00106
0,CR00035,55,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,U00107
0,CR00038,11,Risk Management,Project Management,Paid,Intermediate,342.61,17.14,4.84,U00107
